/*
 * To change this license header, choose License Headers in Project Properties.
 * To change this template file, choose Tools | Templates
 * and open the template in the editor.
 */line 0 cols 0-188 is COMMENT
package                                           line 5 cols 7-14 is T_IDENTIFIER
delete                                            line 229 cols 54-60 is T_IDENTIFIER
(                                                 line 229 cols 55-56 is T_PUNCTUATION
)                                                 line 229 cols 56-57 is T_PUNCTUATION
;                                                 line 229 cols 57-58 is T_PUNCTUATION
new                                               line 230 cols 11-14 is T_IDENTIFIER
File                                              line 230 cols 16-20 is T_IDENTIFIER
(                                                 line 230 cols 17-18 is T_PUNCTUATION
sourcePath                                        line 230 cols 27-37 is T_IDENTIFIER
+                                                 line 230 cols 28-29 is T_BINOP
"Interfaz$3.class"                                line 230 cols 46-64 is T_STRINGCONSTANT
)                                                 line 230 cols 47-48 is T_PUNCTUATION
.                                                 line 230 cols 48-49 is T_PUNCTUATION
delete                                            line 230 cols 54-60 is T_IDENTIFIER
(                                                 line 230 cols 55-56 is T_PUNCTUATION
)                                                 line 230 cols 56-57 is T_PUNCTUATION
;                                                 line 230 cols 57-58 is T_PUNCTUATION
new                                               line 231 cols 11-14 is T_IDENTIFIER
File                                              line 231 cols 16-20 is T_IDENTIFIER
(                                                 line 231 cols 17-18 is T_PUNCTUATION
sourcePath                                        line 231 cols 27-37 is T_IDENTIFIER
+                                                 line 231 cols 28-29 is T_BINOP
"Lexer.class"                                     line 231 cols 41-54 is T_STRINGCONSTANT
)                                                 line 231 cols 42-43 is T_PUNCTUATION
.                                                 line 231 cols 43-44 is T_PUNCTUATION
delete                                            line 231 cols 49-55 is T_IDENTIFIER
(                                                 line 231 cols 50-51 is T_PUNCTUATION
)                                                 line 231 cols 51-52 is T_PUNCTUATION
;                                                 line 231 cols 52-53 is T_PUNCTUATION
new                                               line 232 cols 11-14 is T_IDENTIFIER
File                                              line 232 cols 16-20 is T_IDENTIFIER
(                                                 line 232 cols 17-18 is T_PUNCTUATION
sourcePath                                        line 232 cols 27-37 is T_IDENTIFIER
+                                                 line 232 cols 28-29 is T_BINOP
"Lexer.java"                                      line 232 cols 40-52 is T_STRINGCONSTANT
)                                                 line 232 cols 41-42 is T_PUNCTUATION
.                                                 line 232 cols 42-43 is T_PUNCTUATION
delete                                            line 232 cols 48-54 is T_IDENTIFIER
(                                                 line 232 cols 49-50 is T_PUNCTUATION
)                                                 line 232 cols 50-51 is T_PUNCTUATION
;                                                 line 232 cols 51-52 is T_PUNCTUATION
new                                               line 233 cols 11-14 is T_IDENTIFIER
File                                              line 233 cols 16-20 is T_IDENTIFIER
(                                                 line 233 cols 17-18 is T_PUNCTUATION
sourcePath                                        line 233 cols 27-37 is T_IDENTIFIER
+                                                 line 233 cols 28-29 is T_BINOP
"Token.class"                                     line 233 cols 41-54 is T_STRINGCONSTANT
)                                                 line 233 cols 42-43 is T_PUNCTUATION
.                                                 line 233 cols 43-44 is T_PUNCTUATION
delete                                            line 233 cols 49-55 is T_IDENTIFIER
(                                                 line 233 cols 50-51 is T_PUNCTUATION
)                                                 line 233 cols 51-52 is T_PUNCTUATION
;                                                 line 233 cols 52-53 is T_PUNCTUATION
}                                                 line 234 cols 5-6 is T_PUNCTUATION
//GEN-LAST:event_formWindowClosed                 line 234 cols 38-71 is COMMENT
public                                            line 235 cols 10-16 is T_IDENTIFIER
void                                              line 235 cols 15-19 is T_IDENTIFIER
Analyze                                           line 235 cols 23-30 is T_IDENTIFIER
(                                                 line 235 cols 24-25 is T_PUNCTUATION
)                                                 line 235 cols 25-26 is T_PUNCTUATION
throws                                            line 235 cols 32-38 is T_IDENTIFIER
FileNotFoundException                             line 235 cols 54-75 is T_IDENTIFIER
,                                                 line 235 cols 55-56 is T_PUNCTUATION
BadLocationException                              line 235 cols 76-96 is T_IDENTIFIER
{                                                 line 235 cols 77-78 is T_PUNCTUATION
jTextPane1                                        line 236 cols 18-28 is T_IDENTIFIER
.                                                 line 236 cols 19-20 is T_PUNCTUATION
setStyledDocument                                 line 236 cols 36-53 is T_IDENTIFIER
(                                                 line 236 cols 37-38 is T_PUNCTUATION
new                                               line 236 cols 40-43 is T_IDENTIFIER
DefaultStyledDocument                             line 236 cols 62-83 is T_IDENTIFIER
(                                                 line 236 cols 63-64 is T_PUNCTUATION
)                                                 line 236 cols 64-65 is T_PUNCTUATION
)                                                 line 236 cols 65-66 is T_PUNCTUATION
;                                                 line 236 cols 66-67 is T_PUNCTUATION
long                                              line 237 cols 12-16 is T_IDENTIFIER
start                                             line 237 cols 18-23 is T_IDENTIFIER
=                                                 line 237 cols 20-21 is T_BINOP
0                                                 line 237 cols 22-23 is T_INTCONSTANT
;                                                 line 237 cols 23-24 is T_PUNCTUATION
long                                              line 238 cols 12-16 is T_IDENTIFIER
end                                               line 238 cols 16-19 is T_IDENTIFIER
=                                                 line 238 cols 18-19 is T_BINOP
0                                                 line 238 cols 20-21 is T_INTCONSTANT
;                                                 line 238 cols 21-22 is T_PUNCTUATION
start                                             line 240 cols 13-18 is T_IDENTIFIER
=                                                 line 240 cols 15-16 is T_BINOP
System                                            line 240 cols 22-28 is T_IDENTIFIER
.                                                 line 240 cols 23-24 is T_PUNCTUATION
currentTimeMillis                                 line 240 cols 40-57 is T_IDENTIFIER
(                                                 line 240 cols 41-42 is T_PUNCTUATION
)                                                 line 240 cols 42-43 is T_PUNCTUATION
;                                                 line 240 cols 43-44 is T_PUNCTUATION
if                                                line 241 cols 10-12 is T_IDENTIFIER
(                                                 line 241 cols 11-12 is T_PUNCTUATION
filePath                                          line 241 cols 19-27 is T_IDENTIFIER
==                                                line 241 cols 21-23 is T_BINOP
null                                              line 241 cols 25-29 is T_IDENTIFIER
)                                                 line 241 cols 26-27 is T_PUNCTUATION
return                                            line 242 cols 18-24 is T_IDENTIFIER
;                                                 line 242 cols 19-20 is T_PUNCTUATION
try                                               line 243 cols 11-14 is T_IDENTIFIER
{                                                 line 243 cols 13-14 is T_PUNCTUATION
this                                              line 244 cols 16-20 is T_IDENTIFIER
.                                                 line 244 cols 17-18 is T_PUNCTUATION
validarArchivo                                    line 244 cols 31-45 is T_IDENTIFIER
(                                                 line 244 cols 32-33 is T_PUNCTUATION
filePath                                          line 244 cols 40-48 is T_IDENTIFIER
)                                                 line 244 cols 41-42 is T_PUNCTUATION
;                                                 line 244 cols 42-43 is T_PUNCTUATION
}                                                 line 245 cols 9-10 is T_PUNCTUATION
catch                                             line 245 cols 15-20 is T_IDENTIFIER
(                                                 line 245 cols 17-18 is T_PUNCTUATION
IOException                                       line 245 cols 28-39 is T_IDENTIFIER
ex                                                line 245 cols 31-33 is T_IDENTIFIER
)                                                 line 245 cols 32-33 is T_PUNCTUATION
{                                                 line 245 cols 34-35 is T_PUNCTUATION
java                                              line 246 cols 16-20 is T_IDENTIFIER
.                                                 line 246 cols 17-18 is T_PUNCTUATION
util                                              line 246 cols 21-25 is T_IDENTIFIER
.                                                 line 246 cols 22-23 is T_PUNCTUATION
logging                                           line 246 cols 29-36 is T_IDENTIFIER
.                                                 line 246 cols 30-31 is T_PUNCTUATION
Logger                                            line 246 cols 36-42 is T_IDENTIFIER
.                                                 line 246 cols 37-38 is T_PUNCTUATION
getLogger                                         line 246 cols 46-55 is T_IDENTIFIER
(                                                 line 246 cols 47-48 is T_PUNCTUATION
Interfaz                                          line 246 cols 55-63 is T_IDENTIFIER
.                                                 line 246 cols 56-57 is T_PUNCTUATION
class                                             line 246 cols 61-66 is T_IDENTIFIER
.                                                 line 246 cols 62-63 is T_PUNCTUATION
getName                                           line 246 cols 69-76 is T_IDENTIFIER
(                                                 line 246 cols 70-71 is T_PUNCTUATION
)                                                 line 246 cols 71-72 is T_PUNCTUATION
)                                                 line 246 cols 72-73 is T_PUNCTUATION
.                                                 line 246 cols 73-74 is T_PUNCTUATION
log                                               line 246 cols 76-79 is T_IDENTIFIER
(                                                 line 246 cols 77-78 is T_PUNCTUATION
Level                                             line 246 cols 82-87 is T_IDENTIFIER
.                                                 line 246 cols 83-84 is T_PUNCTUATION
SEVERE                                            line 246 cols 89-95 is T_IDENTIFIER
,                                                 line 246 cols 90-91 is T_PUNCTUATION
null                                              line 246 cols 95-99 is T_IDENTIFIER
,                                                 line 246 cols 96-97 is T_PUNCTUATION
ex                                                line 246 cols 99-101 is T_IDENTIFIER
)                                                 line 246 cols 100-101 is T_PUNCTUATION
;                                                 line 246 cols 101-102 is T_PUNCTUATION
}                                                 line 247 cols 9-10 is T_PUNCTUATION
end                                               line 248 cols 11-14 is T_IDENTIFIER
=                                                 line 248 cols 13-14 is T_BINOP
System                                            line 248 cols 20-26 is T_IDENTIFIER
.                                                 line 248 cols 21-22 is T_PUNCTUATION
currentTimeMillis                                 line 248 cols 38-55 is T_IDENTIFIER
(                                                 line 248 cols 39-40 is T_PUNCTUATION
)                                                 line 248 cols 40-41 is T_PUNCTUATION
;                                                 line 248 cols 41-42 is T_PUNCTUATION
}                                                 line 249 cols 5-6 is T_PUNCTUATION
public                                            line 251 cols 10-16 is T_IDENTIFIER
void                                              line 251 cols 15-19 is T_IDENTIFIER
LoadFile                                          line 251 cols 24-32 is T_IDENTIFIER
(                                                 line 251 cols 25-26 is T_PUNCTUATION
)                                                 line 251 cols 26-27 is T_PUNCTUATION
throws                                            line 251 cols 33-39 is T_IDENTIFIER
FileNotFoundException                             line 251 cols 55-76 is T_IDENTIFIER
,                                                 line 251 cols 56-57 is T_PUNCTUATION
IOException                                       line 251 cols 68-79 is T_IDENTIFIER
,                                                 line 251 cols 69-70 is T_PUNCTUATION
BadLocationException                              line 251 cols 90-110 is T_IDENTIFIER
{                                                 line 251 cols 91-92 is T_PUNCTUATION
// File Choosing                                  line 252 cols 24-40 is COMMENT
final                                             line 253 cols 13-18 is T_IDENTIFIER
JFileChooser                                      line 253 cols 26-38 is T_IDENTIFIER
fc                                                line 253 cols 29-31 is T_IDENTIFIER
=                                                 line 253 cols 31-32 is T_BINOP
new                                               line 253 cols 35-38 is T_IDENTIFIER
JFileChooser                                      line 253 cols 48-60 is T_IDENTIFIER
(                                                 line 253 cols 49-50 is T_PUNCTUATION
)                                                 line 253 cols 50-51 is T_PUNCTUATION
;                                                 line 253 cols 51-52 is T_PUNCTUATION
FileNameExtensionFilter                           line 254 cols 31-54 is T_IDENTIFIER
asmFilter                                         line 254 cols 41-50 is T_IDENTIFIER
=                                                 line 254 cols 43-44 is T_BINOP
new                                               line 254 cols 47-50 is T_IDENTIFIER
FileNameExtensionFilter                           line 254 cols 71-94 is T_IDENTIFIER
(                                                 line 254 cols 72-73 is T_PUNCTUATION
".php files (*.php)"                              line 254 cols 92-112 is T_STRINGCONSTANT
,                                                 line 254 cols 93-94 is T_PUNCTUATION
"php"                                             line 254 cols 99-104 is T_STRINGCONSTANT
)                                                 line 254 cols 100-101 is T_PUNCTUATION
;                                                 line 254 cols 101-102 is T_PUNCTUATION
fc                                                line 255 cols 10-12 is T_IDENTIFIER
.                                                 line 255 cols 11-12 is T_PUNCTUATION
addChoosableFileFilter                            line 255 cols 33-55 is T_IDENTIFIER
(                                                 line 255 cols 34-35 is T_PUNCTUATION
asmFilter                                         line 255 cols 43-52 is T_IDENTIFIER
)                                                 line 255 cols 44-45 is T_PUNCTUATION
;                                                 line 255 cols 45-46 is T_PUNCTUATION
fc                                                line 256 cols 10-12 is T_IDENTIFIER
.                                                 line 256 cols 11-12 is T_PUNCTUATION
setFileFilter                                     line 256 cols 24-37 is T_IDENTIFIER
(                                                 line 256 cols 25-26 is T_PUNCTUATION
asmFilter                                         line 256 cols 34-43 is T_IDENTIFIER
)                                                 line 256 cols 35-36 is T_PUNCTUATION
;                                                 line 256 cols 36-37 is T_PUNCTUATION
fc                                                line 257 cols 10-12 is T_IDENTIFIER
.                                                 line 257 cols 11-12 is T_PUNCTUATION
showOpenDialog                                    line 257 cols 25-39 is T_IDENTIFIER
(                                                 line 257 cols 26-27 is T_PUNCTUATION
this                                              line 257 cols 30-34 is T_IDENTIFIER
)                                                 line 257 cols 31-32 is T_PUNCTUATION
;                                                 line 257 cols 32-33 is T_PUNCTUATION
if                                                line 259 cols 10-12 is T_IDENTIFIER
(                                                 line 259 cols 11-12 is T_PUNCTUATION
fc                                                line 259 cols 13-15 is T_IDENTIFIER
.                                                 line 259 cols 14-15 is T_PUNCTUATION
getSelectedFile                                   line 259 cols 29-44 is T_IDENTIFIER
(                                                 line 259 cols 30-31 is T_PUNCTUATION
)                                                 line 259 cols 31-32 is T_PUNCTUATION
==                                                line 259 cols 33-35 is T_BINOP
null                                              line 259 cols 37-41 is T_IDENTIFIER
)                                                 line 259 cols 38-39 is T_PUNCTUATION
return                                            line 260 cols 18-24 is T_IDENTIFIER
;                                                 line 260 cols 19-20 is T_PUNCTUATION
filePath                                          line 261 cols 16-24 is T_IDENTIFIER
=                                                 line 261 cols 18-19 is T_BINOP
fc                                                line 261 cols 21-23 is T_IDENTIFIER
.                                                 line 261 cols 22-23 is T_PUNCTUATION
getSelectedFile                                   line 261 cols 37-52 is T_IDENTIFIER
(                                                 line 261 cols 38-39 is T_PUNCTUATION
)                                                 line 261 cols 39-40 is T_PUNCTUATION
.                                                 line 261 cols 40-41 is T_PUNCTUATION
getPath                                           line 261 cols 47-54 is T_IDENTIFIER
(                                                 line 261 cols 48-49 is T_PUNCTUATION
)                                                 line 261 cols 49-50 is T_PUNCTUATION
;                                                 line 261 cols 50-51 is T_PUNCTUATION
FileReader                                        line 263 cols 18-28 is T_IDENTIFIER
fr                                                line 263 cols 21-23 is T_IDENTIFIER
=                                                 line 263 cols 22-23 is T_BINOP
new                                               line 263 cols 25-28 is T_IDENTIFIER
FileReader                                        line 263 cols 36-46 is T_IDENTIFIER
(                                                 line 263 cols 37-38 is T_PUNCTUATION
filePath                                          line 263 cols 45-53 is T_IDENTIFIER
)                                                 line 263 cols 46-47 is T_PUNCTUATION
;                                                 line 263 cols 47-48 is T_PUNCTUATION
BufferedReader                                    line 264 cols 22-36 is T_IDENTIFIER
br                                                line 264 cols 25-27 is T_IDENTIFIER
=                                                 line 264 cols 27-28 is T_BINOP
new                                               line 264 cols 31-34 is T_IDENTIFIER
BufferedReader                                    line 264 cols 46-60 is T_IDENTIFIER
(                                                 line 264 cols 47-48 is T_PUNCTUATION
fr                                                line 264 cols 49-51 is T_IDENTIFIER
)                                                 line 264 cols 50-51 is T_PUNCTUATION
;                                                 line 264 cols 51-52 is T_PUNCTUATION
String                                            line 265 cols 14-20 is T_IDENTIFIER
currentLine                                       line 265 cols 26-37 is T_IDENTIFIER
=                                                 line 265 cols 28-29 is T_BINOP
br                                                line 265 cols 31-33 is T_IDENTIFIER
.                                                 line 265 cols 32-33 is T_PUNCTUATION
readLine                                          line 265 cols 40-48 is T_IDENTIFIER
(                                                 line 265 cols 41-42 is T_PUNCTUATION
)                                                 line 265 cols 42-43 is T_PUNCTUATION
;                                                 line 265 cols 43-44 is T_PUNCTUATION
String                                            line 266 cols 14-20 is T_IDENTIFIER
tmpString                                         line 266 cols 24-33 is T_IDENTIFIER
=                                                 line 266 cols 26-27 is T_BINOP
""                                                line 266 cols 29-31 is T_STRINGCONSTANT
;                                                 line 266 cols 30-31 is T_PUNCTUATION
while                                             line 267 cols 13-18 is T_IDENTIFIER
(                                                 line 267 cols 14-15 is T_PUNCTUATION
currentLine                                       line 267 cols 25-36 is T_IDENTIFIER
!=                                                line 267 cols 28-30 is T_BINOP
null                                              line 267 cols 33-37 is T_IDENTIFIER
)                                                 line 267 cols 34-35 is T_PUNCTUATION
{                                                 line 267 cols 35-36 is T_PUNCTUATION
tmpString                                         line 268 cols 21-30 is T_IDENTIFIER
=                                                 line 268 cols 23-24 is T_BINOP
tmpString                                         line 268 cols 33-42 is T_IDENTIFIER
+                                                 line 268 cols 35-36 is T_BINOP
currentLine                                       line 268 cols 47-58 is T_IDENTIFIER
+                                                 line 268 cols 48-49 is T_BINOP
"\n"                                              line 268 cols 52-56 is T_STRINGCONSTANT
;                                                 line 268 cols 53-54 is T_PUNCTUATION
currentLine                                       line 269 cols 23-34 is T_IDENTIFIER
=                                                 line 269 cols 25-26 is T_BINOP
br                                                line 269 cols 28-30 is T_IDENTIFIER
.                                                 line 269 cols 29-30 is T_PUNCTUATION
readLine                                          line 269 cols 37-45 is T_IDENTIFIER
(                                                 line 269 cols 38-39 is T_PUNCTUATION
)                                                 line 269 cols 39-40 is T_PUNCTUATION
;                                                 line 269 cols 40-41 is T_PUNCTUATION
}                                                 line 270 cols 9-10 is T_PUNCTUATION
// Fills text area with original PHP file content line 271 cols 57-106 is COMMENT
taOriginal                                        line 272 cols 18-28 is T_IDENTIFIER
.                                                 line 272 cols 19-20 is T_PUNCTUATION
setText                                           line 272 cols 26-33 is T_IDENTIFIER
(                                                 line 272 cols 27-28 is T_PUNCTUATION
tmpString                                         line 272 cols 36-45 is T_IDENTIFIER
)                                                 line 272 cols 37-38 is T_PUNCTUATION
;                                                 line 272 cols 38-39 is T_PUNCTUATION
}                                                 line 273 cols 5-6 is T_PUNCTUATION
/**
     * @param args the command line arguments
     */line 274 cols 0-59 is COMMENT
public                                            line 277 cols 10-16 is T_IDENTIFIER
static                                            line 277 cols 17-23 is T_IDENTIFIER
void                                              line 277 cols 22-26 is T_IDENTIFIER
main                                              line 277 cols 27-31 is T_IDENTIFIER
(                                                 line 277 cols 28-29 is T_PUNCTUATION
String                                            line 277 cols 34-40 is T_IDENTIFIER
args                                              line 277 cols 39-43 is T_IDENTIFIER
[]                                                line 277 cols 41-43 is T_PUNCTUATION
)                                                 line 277 cols 42-43 is T_PUNCTUATION
{                                                 line 277 cols 44-45 is T_PUNCTUATION
*** Error line 278. *** Unrecognized : /* Set the Nimbus look and feel */

//<editor-fold defaultstate="collapsed" desc=" Look and feel setting code (optional) ">line 279 cols 139-226 is COMMENT
/* If Nimbus (introduced in Java SE 6) is not available, stay with the default look and feel.
         * For details see http://download.oracle.com/javase/tutorial/uiswing/lookandfeel/plaf.html 
         */line 280 cols 0-208 is COMMENT
try                                               line 283 cols 11-14 is T_IDENTIFIER
{                                                 line 283 cols 13-14 is T_PUNCTUATION
for                                               line 284 cols 15-18 is T_IDENTIFIER
(                                                 line 284 cols 17-18 is T_PUNCTUATION
javax                                             line 284 cols 22-27 is T_IDENTIFIER
.                                                 line 284 cols 23-24 is T_PUNCTUATION
swing                                             line 284 cols 28-33 is T_IDENTIFIER
.                                                 line 284 cols 29-30 is T_PUNCTUATION
UIManager                                         line 284 cols 38-47 is T_IDENTIFIER
.                                                 line 284 cols 39-40 is T_PUNCTUATION
LookAndFeelInfo                                   line 284 cols 54-69 is T_IDENTIFIER
info                                              line 284 cols 59-63 is T_IDENTIFIER
*** Error line 284. *** Unrecognized : :
javax                                             line 284 cols 67-72 is T_IDENTIFIER
.                                                 line 284 cols 68-69 is T_PUNCTUATION
swing                                             line 284 cols 73-78 is T_IDENTIFIER
.                                                 line 284 cols 74-75 is T_PUNCTUATION
UIManager                                         line 284 cols 83-92 is T_IDENTIFIER
.                                                 line 284 cols 84-85 is T_PUNCTUATION
getInstalledLookAndFeels                          line 284 cols 108-132 is T_IDENTIFIER
(                                                 line 284 cols 109-110 is T_PUNCTUATION
)                                                 line 284 cols 110-111 is T_PUNCTUATION
)                                                 line 284 cols 111-112 is T_PUNCTUATION
{                                                 line 284 cols 113-114 is T_PUNCTUATION
if                                                line 285 cols 18-20 is T_IDENTIFIER
(                                                 line 285 cols 20-21 is T_PUNCTUATION
"Nimbus"                                          line 285 cols 28-36 is T_STRINGCONSTANT
.                                                 line 285 cols 29-30 is T_PUNCTUATION
equals                                            line 285 cols 35-41 is T_IDENTIFIER
(                                                 line 285 cols 36-37 is T_PUNCTUATION
info                                              line 285 cols 40-44 is T_IDENTIFIER
.                                                 line 285 cols 41-42 is T_PUNCTUATION
getName                                           line 285 cols 48-55 is T_IDENTIFIER
(                                                 line 285 cols 49-50 is T_PUNCTUATION
)                                                 line 285 cols 50-51 is T_PUNCTUATION
)                                                 line 285 cols 51-52 is T_PUNCTUATION
)                                                 line 285 cols 52-53 is T_PUNCTUATION
{                                                 line 285 cols 54-55 is T_PUNCTUATION
javax                                             line 286 cols 25-30 is T_IDENTIFIER
.                                                 line 286 cols 26-27 is T_PUNCTUATION
swing                                             line 286 cols 31-36 is T_IDENTIFIER
.                                                 line 286 cols 32-33 is T_PUNCTUATION
UIManager                                         line 286 cols 41-50 is T_IDENTIFIER
.                                                 line 286 cols 42-43 is T_PUNCTUATION
setLookAndFeel                                    line 286 cols 56-70 is T_IDENTIFIER
(                                                 line 286 cols 57-58 is T_PUNCTUATION
info                                              line 286 cols 61-65 is T_IDENTIFIER
.                                                 line 286 cols 62-63 is T_PUNCTUATION
getClassName                                      line 286 cols 74-86 is T_IDENTIFIER
(                                                 line 286 cols 75-76 is T_PUNCTUATION
)                                                 line 286 cols 76-77 is T_PUNCTUATION
)                                                 line 286 cols 77-78 is T_PUNCTUATION
;                                                 line 286 cols 78-79 is T_PUNCTUATION
break                                             line 287 cols 25-30 is T_IDENTIFIER
;                                                 line 287 cols 26-27 is T_PUNCTUATION
}                                                 line 288 cols 17-18 is T_PUNCTUATION
}                                                 line 289 cols 13-14 is T_PUNCTUATION
}                                                 line 290 cols 9-10 is T_PUNCTUATION
catch                                             line 290 cols 15-20 is T_IDENTIFIER
(                                                 line 290 cols 17-18 is T_PUNCTUATION
ClassNotFoundException                            line 290 cols 39-61 is T_IDENTIFIER
ex                                                line 290 cols 42-44 is T_IDENTIFIER
)                                                 line 290 cols 43-44 is T_PUNCTUATION
{                                                 line 290 cols 45-46 is T_PUNCTUATION
java                                              line 291 cols 16-20 is T_IDENTIFIER
.                                                 line 291 cols 17-18 is T_PUNCTUATION
util                                              line 291 cols 21-25 is T_IDENTIFIER
.                                                 line 291 cols 22-23 is T_PUNCTUATION
logging                                           line 291 cols 29-36 is T_IDENTIFIER
.                                                 line 291 cols 30-31 is T_PUNCTUATION
Logger                                            line 291 cols 36-42 is T_IDENTIFIER
.                                                 line 291 cols 37-38 is T_PUNCTUATION
getLogger                                         line 291 cols 46-55 is T_IDENTIFIER
(                                                 line 291 cols 47-48 is T_PUNCTUATION
Interfaz                                          line 291 cols 55-63 is T_IDENTIFIER
.                                                 line 291 cols 56-57 is T_PUNCTUATION
class                                             line 291 cols 61-66 is T_IDENTIFIER
.                                                 line 291 cols 62-63 is T_PUNCTUATION
getName                                           line 291 cols 69-76 is T_IDENTIFIER
(                                                 line 291 cols 70-71 is T_PUNCTUATION
)                                                 line 291 cols 71-72 is T_PUNCTUATION
)                                                 line 291 cols 72-73 is T_PUNCTUATION
.                                                 line 291 cols 73-74 is T_PUNCTUATION
log                                               line 291 cols 76-79 is T_IDENTIFIER
(                                                 line 291 cols 77-78 is T_PUNCTUATION
java                                              line 291 cols 81-85 is T_IDENTIFIER
.                                                 line 291 cols 82-83 is T_PUNCTUATION
util                                              line 291 cols 86-90 is T_IDENTIFIER
.                                                 line 291 cols 87-88 is T_PUNCTUATION
logging                                           line 291 cols 94-101 is T_IDENTIFIER
.                                                 line 291 cols 95-96 is T_PUNCTUATION
Level                                             line 291 cols 100-105 is T_IDENTIFIER
.                                                 line 291 cols 101-102 is T_PUNCTUATION
SEVERE                                            line 291 cols 107-113 is T_IDENTIFIER
,                                                 line 291 cols 108-109 is T_PUNCTUATION
null                                              line 291 cols 113-117 is T_IDENTIFIER
,                                                 line 291 cols 114-115 is T_PUNCTUATION
ex                                                line 291 cols 117-119 is T_IDENTIFIER
)                                                 line 291 cols 118-119 is T_PUNCTUATION
;                                                 line 291 cols 119-120 is T_PUNCTUATION
}                                                 line 292 cols 9-10 is T_PUNCTUATION
catch                                             line 292 cols 15-20 is T_IDENTIFIER
(                                                 line 292 cols 17-18 is T_PUNCTUATION
InstantiationException                            line 292 cols 39-61 is T_IDENTIFIER
ex                                                line 292 cols 42-44 is T_IDENTIFIER
)                                                 line 292 cols 43-44 is T_PUNCTUATION
{                                                 line 292 cols 45-46 is T_PUNCTUATION
java                                              line 293 cols 16-20 is T_IDENTIFIER
.                                                 line 293 cols 17-18 is T_PUNCTUATION
util                                              line 293 cols 21-25 is T_IDENTIFIER
.                                                 line 293 cols 22-23 is T_PUNCTUATION
logging                                           line 293 cols 29-36 is T_IDENTIFIER
.                                                 line 293 cols 30-31 is T_PUNCTUATION
Logger                                            line 293 cols 36-42 is T_IDENTIFIER
.                                                 line 293 cols 37-38 is T_PUNCTUATION
getLogger                                         line 293 cols 46-55 is T_IDENTIFIER
(                                                 line 293 cols 47-48 is T_PUNCTUATION
Interfaz                                          line 293 cols 55-63 is T_IDENTIFIER
.                                                 line 293 cols 56-57 is T_PUNCTUATION
class                                             line 293 cols 61-66 is T_IDENTIFIER
.                                                 line 293 cols 62-63 is T_PUNCTUATION
getName                                           line 293 cols 69-76 is T_IDENTIFIER
(                                                 line 293 cols 70-71 is T_PUNCTUATION
)                                                 line 293 cols 71-72 is T_PUNCTUATION
)                                                 line 293 cols 72-73 is T_PUNCTUATION
.                                                 line 293 cols 73-74 is T_PUNCTUATION
log                                               line 293 cols 76-79 is T_IDENTIFIER
(                                                 line 293 cols 77-78 is T_PUNCTUATION
java                                              line 293 cols 81-85 is T_IDENTIFIER
.                                                 line 293 cols 82-83 is T_PUNCTUATION
util                                              line 293 cols 86-90 is T_IDENTIFIER
.                                                 line 293 cols 87-88 is T_PUNCTUATION
logging                                           line 293 cols 94-101 is T_IDENTIFIER
.                                                 line 293 cols 95-96 is T_PUNCTUATION
Level                                             line 293 cols 100-105 is T_IDENTIFIER
.                                                 line 293 cols 101-102 is T_PUNCTUATION
SEVERE                                            line 293 cols 107-113 is T_IDENTIFIER
,                                                 line 293 cols 108-109 is T_PUNCTUATION
null                                              line 293 cols 113-117 is T_IDENTIFIER
,                                                 line 293 cols 114-115 is T_PUNCTUATION
ex                                                line 293 cols 117-119 is T_IDENTIFIER
)                                                 line 293 cols 118-119 is T_PUNCTUATION
;                                                 line 293 cols 119-120 is T_PUNCTUATION
}                                                 line 294 cols 9-10 is T_PUNCTUATION
catch                                             line 294 cols 15-20 is T_IDENTIFIER
(                                                 line 294 cols 17-18 is T_PUNCTUATION
IllegalAccessException                            line 294 cols 39-61 is T_IDENTIFIER
ex                                                line 294 cols 42-44 is T_IDENTIFIER
)                                                 line 294 cols 43-44 is T_PUNCTUATION
{                                                 line 294 cols 45-46 is T_PUNCTUATION
java                                              line 295 cols 16-20 is T_IDENTIFIER
.                                                 line 295 cols 17-18 is T_PUNCTUATION
util                                              line 295 cols 21-25 is T_IDENTIFIER
.                                                 line 295 cols 22-23 is T_PUNCTUATION
logging                                           line 295 cols 29-36 is T_IDENTIFIER
.                                                 line 295 cols 30-31 is T_PUNCTUATION
Logger                                            line 295 cols 36-42 is T_IDENTIFIER
.                                                 line 295 cols 37-38 is T_PUNCTUATION
getLogger                                         line 295 cols 46-55 is T_IDENTIFIER
(                                                 line 295 cols 47-48 is T_PUNCTUATION
Interfaz                                          line 295 cols 55-63 is T_IDENTIFIER
.                                                 line 295 cols 56-57 is T_PUNCTUATION
class                                             line 295 cols 61-66 is T_IDENTIFIER
.                                                 line 295 cols 62-63 is T_PUNCTUATION
getName                                           line 295 cols 69-76 is T_IDENTIFIER
(                                                 line 295 cols 70-71 is T_PUNCTUATION
)                                                 line 295 cols 71-72 is T_PUNCTUATION
)                                                 line 295 cols 72-73 is T_PUNCTUATION
.                                                 line 295 cols 73-74 is T_PUNCTUATION
log                                               line 295 cols 76-79 is T_IDENTIFIER
(                                                 line 295 cols 77-78 is T_PUNCTUATION
java                                              line 295 cols 81-85 is T_IDENTIFIER
.                                                 line 295 cols 82-83 is T_PUNCTUATION
util                                              line 295 cols 86-90 is T_IDENTIFIER
